country,league,team,rank_a1,rank_a2,rank_a3,rank_a4,seasons_available,historique_incomplet,weighted_average_rank,simple_average_rank,historical_rank,historical_percentile,historical_tier,usable_as_top_candidate,usable_as_bottom_target,data_status,source_file
Italie,Serie A,Sassuolo,13.0,11.0,8.0,11.0,4,False,11.2,10.75,12,57.69,MIDDLE_HISTORIQUE,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Parma,9999.0,9999.0,11.0,14.0,2,True,12.0,12.5,13,53.85,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Udinese,12.0,12.0,13.0,12.0,4,False,12.2,12.25,14,50.0,MIDDLE_HISTORIQUE,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Verona,18.0,9.0,9.0,9999.0,3,False,13.0,12.0,15,46.15,MIDDLE_HISTORIQUE,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Empoli,14.0,14.0,9999.0,18.0,3,False,14.5,15.33,16,42.31,MIDDLE_HISTORIQUE,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Salernitana,15.0,17.0,9999.0,9999.0,2,True,15.86,16.0,17,38.46,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Caligliari,9999.0,18.0,14.0,15.0,3,False,16.17,15.67,18,34.62,MIDDLE_HISTORIQUE,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Sampdoria,20.0,15.0,15.0,9.0,4,False,16.4,14.75,19,30.77,MIDDLE_HISTORIQUE,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Spezia,17.0,16.0,9999.0,9999.0,2,True,16.57,16.5,20,26.92,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Lecce,16.0,9999.0,18.0,9999.0,2,True,16.67,17.0,21,23.08,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Spal,9999.0,9999.0,20.0,13.0,2,True,17.67,16.5,22,19.23,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Genoa,9999.0,19.0,17.0,17.0,3,False,18.0,17.67,23,15.38,BOTTOM_25_HISTORIQUE,False,True,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Brescia,9999.0,9999.0,19.0,9999.0,1,True,19.0,19.0,24,11.54,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Cremonese,19.0,9999.0,9999.0,9999.0,1,True,19.0,19.0,25,7.69,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Frosinone,9999.0,9999.0,9999.0,20.0,1,True,20.0,20.0,26,3.85,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
Italie,Serie A,Venezia,9999.0,20.0,9999.0,9999.0,1,True,20.0,20.0,27,0.0,HISTORIQUE_INCOMPLET_SHADOW,False,False,LOCAL_RANK_ONLY_NEEDS_CROSS_CHECK,C:\Users\Greg\Downloads\Serie A (Italie).xlsx
